,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__metric,param_clf__n_neighbors,param_clf__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_mcc,split1_test_mcc,split2_test_mcc,split3_test_mcc,split4_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc
0,14.026723527908326,0.935078384113482,1.0089294910430908,0.8803952114463017,euclidean,3,uniform,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform'}",0.9212707182320442,0.9295580110497238,0.930939226519337,0.9185082872928176,0.9253112033195021,0.925117489282685,0.004735558712615459,34,0.9473684210526315,1.0,1.0,0.9714285714285714,0.9512195121951219,0.9740033009352651,0.02274556577566366,40,0.3956043956043956,0.43956043956043955,0.45652173913043476,0.3695652173913043,0.42857142857142855,0.4179646440516005,0.031330550758306305,31,0.5581395348837209,0.6106870229007634,0.6268656716417911,0.5354330708661418,0.5909090909090909,0.5844068782403016,0.033538279758536044,32,0.5833743311062167,0.6377979274502861,0.650424786902421,0.5713950888307462,0.6100980268332998,0.610618032224594,0.030345521472440497,33
1,14.496108102798463,0.10323312846291982,0.6197356700897216,0.10151523189057064,euclidean,3,distance,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.9323204419889503,0.9350828729281768,0.93646408839779,0.9240331491712708,0.9308437067773168,0.9317488518527008,0.004336524483210943,26,0.9565217391304348,1.0,1.0,0.9743589743589743,0.9555555555555556,0.977287253808993,0.01971692576673898,36,0.4835164835164835,0.4835164835164835,0.5,0.41304347826086957,0.4725274725274725,0.47052078356426186,0.03004818817065642,26,0.6423357664233577,0.6518518518518519,0.6666666666666666,0.5801526717557252,0.6323529411764706,0.6346719795748144,0.029513639242175337,26,0.652819089174657,0.670892660461916,0.6826981003087614,0.6070210500889619,0.6444168748410695,0.6515695549750732,0.02599869303119032,26
2,15.620536661148071,3.0184664209435907,2.4537868976593016,1.1730126598142987,euclidean,5,uniform,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform'}",0.9129834254143646,0.9226519337016574,0.9157458563535912,0.9157458563535912,0.9197786998616874,0.9173811543369783,0.00341226488772231,43,0.9666666666666667,1.0,0.9696969696969697,1.0,1.0,0.9872727272727273,0.015617089365727418,28,0.31868131868131866,0.38461538461538464,0.34782608695652173,0.33695652173913043,0.3626373626373626,0.35014333492594363,0.022421164486251564,42,0.4793388429752066,0.5555555555555556,0.512,0.5040650406504065,0.532258064516129,0.5166435007394595,0.025804572696263888,42,0.5274490804924433,0.5944366391309295,0.5528896693366514,0.5543433666655834,0.5763287271341063,0.5610894965519428,0.022753861625579557,43
3,17.94190106391907,1.1685096236813144,1.7757302284240724,0.9379572378567119,euclidean,5,distance,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance'}",0.9337016574585635,0.9267955801104972,0.9295580110497238,0.9212707182320442,0.9322268326417704,0.9287105598985198,0.004404810868203981,27,0.9777777777777777,0.975,0.9767441860465116,1.0,1.0,0.9859043927648579,0.011543217285455033,31,0.4835164835164835,0.42857142857142855,0.45652173913043476,0.3804347826086957,0.46153846153846156,0.4421165790731008,0.03545923112501503,27,0.6470588235294118,0.5954198473282443,0.6222222222222222,0.5511811023622047,0.631578947368421,0.6094921885621009,0.033643258748038626,27,0.661715657327851,0.6195607355279319,0.6410594070024279,0.5907300133172605,0.6544687768497669,0.6335069180050475,0.025754736150139037,28
4,19.38921637535095,1.6212069960299604,1.4074037075042725,0.7849033357683087,euclidean,7,uniform,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform'}",0.914364640883978,0.9102209944751382,0.914364640883978,0.9033149171270718,0.91701244813278,0.9118555283005894,0.004791635505996607,47,1.0,0.9642857142857143,0.96875,1.0,1.0,0.9866071428571429,0.016463472245165867,30,0.31868131868131866,0.2967032967032967,0.33695652173913043,0.2391304347826087,0.34065934065934067,0.306426182513139,0.03708760241239651,47,0.48333333333333334,0.453781512605042,0.5,0.38596491228070173,0.5081967213114754,0.4662552959061105,0.04425288364466411,47,0.5387505859387219,0.5073909710343241,0.5434431540502893,0.4639887063640081,0.5577834737673327,0.5222713782309352,0.033464051355723334,47
5,19.718528318405152,0.3391359072708728,1.0607215404510497,0.1465965677688306,euclidean,7,distance,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance'}",0.9267955801104972,0.9267955801104972,0.9281767955801105,0.9171270718232044,0.9294605809128631,0.9256711217074345,0.004385612943488458,31,1.0,0.975,0.9761904761904762,1.0,1.0,0.9902380952380951,0.011961768273409985,22,0.4175824175824176,0.42857142857142855,0.44565217391304346,0.34782608695652173,0.43956043956043955,0.4158385093167702,0.035333957081646154,32,0.5891472868217055,0.5954198473282443,0.6119402985074627,0.5161290322580645,0.6106870229007634,0.5846646975632481,0.035366719086144284,31,0.6207416686025364,0.6195607355279319,0.6326841469944435,0.5636202229493872,0.6377603080663969,0.6148734164281392,0.026549309286167225,31
6,19.281469774246215,0.4218615889004685,0.8522207260131835,0.16397240741507602,euclidean,9,uniform,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform'}",0.9019337016574586,0.9060773480662984,0.9116022099447514,0.8950276243093923,0.9128630705394191,0.9055007909034639,0.006544833658902956,52,1.0,0.96,1.0,1.0,1.0,0.992,0.016000000000000014,20,0.21978021978021978,0.26373626373626374,0.30434782608695654,0.17391304347826086,0.3076923076923077,0.25389393215480177,0.05118089495078417,52,0.36036036036036034,0.41379310344827586,0.4666666666666667,0.2962962962962963,0.47058823529411764,0.40154093241314337,0.0662288153876146,52,0.44453895792706977,0.47596450250268524,0.5257012641134267,0.3940106745920202,0.5289619785625462,0.47383547553954963,0.05091916909431135,52
7,19.153108835220337,0.0741657499125095,1.07992844581604,0.0736480198720732,euclidean,9,distance,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance'}",0.919889502762431,0.930939226519337,0.930939226519337,0.9129834254143646,0.9294605809128631,0.9248423924256667,0.0072226954999652804,35,1.0,0.9767441860465116,1.0,1.0,1.0,0.9953488372093023,0.009302325581395366,19,0.3626373626373626,0.46153846153846156,0.45652173913043476,0.31521739130434784,0.43956043956043955,0.40709507883420926,0.058101762986468186,35,0.532258064516129,0.6268656716417911,0.6268656716417911,0.4793388429752066,0.6106870229007634,0.5752030547351363,0.05938246079328483,35,0.5763669971568901,0.6451097250324104,0.650424786902421,0.5353911920226784,0.6377603080663969,0.6090106018361594,0.045453821525384,35
8,17.412900686264038,3.08317789265165,0.8839155197143554,0.280070596442538,euclidean,11,uniform,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.8964088397790055,0.9005524861878453,0.9046961325966851,0.8977900552486188,0.9114799446749654,0.902185491697424,0.005441441901429041,53,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.17582417582417584,0.2087912087912088,0.25,0.1956521739130435,0.2967032967032967,0.22539417104634496,0.043145955536768726,53,0.29906542056074764,0.34545454545454546,0.4,0.32727272727272727,0.4576271186440678,0.3658839623864177,0.0564864883444824,53,0.39648295482898116,0.43297557817692045,0.47475498598642746,0.4185029537009691,0.5190570632767425,0.4483547071940082,0.04362137403915495,53
9,18.216906452178954,0.7546114690110289,0.8401533126831054,0.33270507150913026,euclidean,11,distance,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 11, 'clf__weights': 'distance'}",0.9074585635359116,0.9185082872928176,0.9267955801104972,0.9116022099447514,0.9266943291839558,0.9182117940135868,0.007810777966472924,40,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.26373626373626374,0.3516483516483517,0.42391304347826086,0.30434782608695654,0.4175824175824176,0.35224558050645005,0.06250372507902491,41,0.41739130434782606,0.5203252032520326,0.5954198473282443,0.4666666666666667,0.5891472868217055,0.517790061683295,0.06901909320476575,41,0.48835738515537247,0.5671567442372739,0.6253910233486345,0.5257012641134267,0.6207037304862476,0.5654620294681911,0.053239170792269155,41
